(1, 0.5154442781330794, 1.445486893732664, 0.91481691742469)
(2, 0.6225336780514356, 1.1144134920115276, 0.8547462409906693)
(3, 0.6358688256905701, 1.0480599207090129, 0.824532197347285)
(4, 0.6361409715607566, 1.0253422425628713, 0.8149190871171739)
(5, 0.6527418696421282, 0.9922393073400961, 0.7986828655341136)
(6, 0.6513811402911961, 0.9835163586895778, 0.7762334165900995)
(7, 0.6598176622669751, 0.9643755528733949, 0.783988524009319)
(8, 0.6502925568104504, 0.9630582680593573, 0.7790311037983074)
(9, 0.6528779425772214, 0.960508023466368, 0.7680331664742921)
(10, 0.6692066947884066, 0.9431388547053721, 0.7837617033884684)
(11, 0.6629473397741189, 0.9337824735451368, 0.7768326959388698)
(12, 0.6683902571778473, 0.9360943389822044, 0.7787358121693978)
(13, 0.6629473397741189, 0.9364396546973537, 0.7763437438729864)
(14, 0.6609062457477208, 0.9390706799982415, 0.7794478266303735)
(15, 0.6677098925023813, 0.9257942882734876, 0.7744659429773988)
(16, 0.6656687984759831, 0.9399698398916583, 0.7727000544706505)
(17, 0.6655327255408899, 0.9298201715856271, 0.7614075967663809)
(18, 0.6660770172812628, 0.9256021262504285, 0.7783114459116172)
(19, 0.6738331745815758, 0.9192510497069311, 0.7439605110792862)
(20, 0.6724724452306436, 0.9193850960000814, 0.7723070987006959)
(21, 0.6724724452306436, 0.9217236290021399, 0.7638869603642576)
(22, 0.6709756429446183, 0.9270552473736082, 0.7823208871525172)
(23, 0.6735610287113893, 0.9139432100797621, 0.7553330117235316)
(24, 0.6716560076200844, 0.9242795008857674, 0.7733172790538246)
(25, 0.6750578309974146, 0.921933118049661, 0.7633776375187371)
(26, 0.6734249557762961, 0.9180795449147893, 0.7623155843517219)
(27, 0.6769628520887195, 0.9071410932635301, 0.7650742708671397)
(28, 0.676010341543067, 0.9078922500851104, 0.7522452544100546)
(29, 0.6787318002449313, 0.9092117819038104, 0.7562925078047802)
(30, 0.674649612192135, 0.9012172955546692, 0.7770380852231933)
(31, 0.6788678731800245, 0.9098779985220267, 0.7584083303890283)
(32, 0.6758742686079738, 0.9048466966370877, 0.7434527836973228)
(33, 0.6828139882977275, 0.8997030389525735, 0.7444200470919884)
(34, 0.6839025717784732, 0.897061927390121, 0.7364912494331615)
(35, 0.6761464144781603, 0.9050742637088269, 0.7590022394753015)
(36, 0.674649612192135, 0.9094116751876112, 0.7496621815886229)
(37, 0.6825418424275411, 0.9038633070798693, 0.7433187437583944)
(38, 0.6822696965573547, 0.9034451571576919, 0.7545263344015385)
(39, 0.6849911552592189, 0.9027590996745843, 0.7540225547778425)
(40, 0.6832222071030072, 0.8963596113432305, 0.7494422237849635)
(41, 0.6783235814396517, 0.9067546822852268, 0.7516201898196045)
(42, 0.6817254048169819, 0.8977811276918519, 0.7362928658654881)
(43, 0.6788678731800245, 0.9022873078028985, 0.7432360791752828)
