(1, 0.5793270347092468, 0.5028548146994233)
(2, 0.5259326692320461, 0.4875508309507562)
(3, 0.4892193220174143, 0.40716097821327274)
(4, 0.3978324335063776, 0.3743024548889476)
(5, 0.3809723241670566, 0.354197933831516)
(6, 0.3821655403381505, 0.36741658953259376)
(7, 0.3822956964635322, 0.3731556632433929)
(8, 0.37966786499507693, 0.3447982097979902)
(9, 0.3702217830476884, 0.35183266838977467)
(10, 0.3688407821285009, 0.3539310103527974)
(11, 0.3664873895554797, 0.350709135347227)
(12, 0.36914294582629475, 0.3555910665869764)
(13, 0.37173208477180963, 0.35473756061316974)
(14, 0.3677365966017515, 0.34254553926675235)
(15, 0.3657250936421146, 0.34693381601367174)
(16, 0.36078879497924693, 0.34442474771176024)
(17, 0.3655340004074457, 0.34614427285197136)
(18, 0.3621582515613922, 0.3473050927115569)
(19, 0.3597709370791062, 0.3432172019348231)
(20, 0.3616363688013478, 0.3458996680090919)
(21, 0.3523650436493084, 0.33449428793339947)
(22, 0.3568910702689106, 0.3532730275391691)
(23, 0.3536422292184399, 0.3566592680838879)
(24, 0.347494926601215, 0.3351242378223024)
(25, 0.34658705802576734, 0.34587351148714146)
(26, 0.3460546652854415, 0.34122092642221574)
(27, 0.3436230342547886, 0.33525702685551545)
(28, 0.34620337634554005, 0.34203840828541077)
(29, 0.3368700906572668, 0.33856183023233166)
(30, 0.33734188752232674, 0.3291986646662394)
(31, 0.34021863879996256, 0.3296355474650963)
(32, 0.3329978039508111, 0.3284543479742718)
(33, 0.33353278443222084, 0.33343753993041025)
(34, 0.3288555880587963, 0.32994927435944515)
(35, 0.33042811367256303, 0.32898320413095583)
(36, 0.3368586778685723, 0.329321229058472)
(37, 0.3311592559430931, 0.3283330699747577)
(38, 0.33005328519935107, 0.334717637910559)
(39, 0.32405103064455626, 0.32859023263747766)
(40, 0.3275758120714435, 0.3284486034993663)
(41, 0.32256311245762437, 0.320444179070171)
(42, 0.32014413035648714, 0.3326657166176127)
(43, 0.32298662805810574, 0.32773925967160156)
(44, 0.3183941252604268, 0.33600287830345443)
(45, 0.3188263836388677, 0.3199747868952904)
(46, 0.31863891603166067, 0.3309144817094134)
(47, 0.3208960775622312, 0.3283191540849966)
(48, 0.3201946300915262, 0.33759783952037264)
(49, 0.3145726358112218, 0.32345294007150505)
(50, 0.31817950729793276, 0.3351885918831354)
(51, 0.3164943564012608, 0.3266593860728409)
(52, 0.3139872093341538, 0.33654669498635803)
(53, 0.31768674450726436, 0.33393680365094036)
(54, 0.3138883682461505, 0.32019047492621044)
(55, 0.31504922722863543, 0.3239694645417061)
(56, 0.31080982366940313, 0.3413469233135042)
(57, 0.31441237290724683, 0.33032091472717384)
(58, 0.30971108909758577, 0.31754141477077186)
(59, 0.3085556638367467, 0.3282239090157017)
(60, 0.3106676703295461, 0.3314107503177572)
(61, 0.3088360216195265, 0.34244039179388797)
(62, 0.30009462699385486, 0.3274071074392784)
(63, 0.3015648313364805, 0.3375758880349807)
(64, 0.3014285115873466, 0.3191987807062014)
(65, 0.29569792037257314, 0.3143725673192588)
(66, 0.2933377156561977, 0.3230427792141774)
(67, 0.29285809712908945, 0.3371581193037977)
(68, 0.29084168395264404, 0.32408445874870384)
(69, 0.2881236044098855, 0.31891353776324943)
(70, 0.29307591080367146, 0.33328150160773057)
(71, 0.2872272188149066, 0.327034852918414)
(72, 0.2887418232834052, 0.32028586678815446)
(73, 0.28720878726588434, 0.32314393805863023)
(74, 0.27971682000040393, 0.3280994104305862)
(75, 0.2781178453409153, 0.3158726092316614)
(76, 0.2759366118727979, 0.311651986026363)
(77, 0.27914443302733877, 0.33413237540326196)
(78, 0.27346613726307323, 0.3383248928664983)
(79, 0.2727250722247228, 0.32800318025976527)
(80, 0.2711581736255793, 0.3296646100337618)
(81, 0.2692296212045719, 0.33767846559219517)
(82, 0.2664485741956182, 0.3231450437286123)
(83, 0.26046888579800914, 0.3241678124447198)
(84, 0.26190822384754936, 0.3192213582805354)
(85, 0.24693149269247702, 0.32913513520184423)
(86, 0.25138556365477654, 0.3217886935596062)
(87, 0.2521848721368991, 0.3146522673887349)
(88, 0.24283710675103504, 0.32678572103318965)
(89, 0.24767595126906355, 0.31966437032895223)
(90, 0.24689903238035585, 0.3134881279896905)
(91, 0.23362816158328942, 0.300278500260724)
(92, 0.23636073906669228, 0.3034027553542356)
(93, 0.23398825952825628, 0.32543610506918036)
(94, 0.23618334921665746, 0.3179304377971252)
(95, 0.22806730073941212, 0.3273080993959405)
(96, 0.22564761827698354, 0.32802394364204096)
(97, 0.21716813532900506, 0.33349260329210567)
(98, 0.21877196763819876, 0.33639255573658616)
(99, 0.21873944476267937, 0.3087291447595779)
(100, 0.21789149294863738, 0.3159947949571834)
