(1, 0.38470394713344114, 0.38045028873047176)
(2, 0.38201659822054984, 0.3736271038497746)
(3, 0.37972360091040613, 0.39514837179306966)
(4, 0.3811593579380867, 0.3699432104870589)
(5, 0.38183363630039946, 0.3843149043075798)
(6, 0.3817092223516787, 0.3740667030261187)
(7, 0.38124008338209775, 0.3738020693004177)
(8, 0.3807749766323896, 0.38732936225007936)
(9, 0.3783856095584762, 0.3814846028246004)
(10, 0.3799703747922667, 0.3776560431758482)
(11, 0.3811538162499949, 0.38889108045642806)
(12, 0.3806839070798632, 0.38301422143923397)
(13, 0.3779131533806741, 0.3903395463638931)
(14, 0.3794098525812724, 0.3798305129912421)
(15, 0.3780510676399475, 0.391924727162483)
(16, 0.3795157161899315, 0.3693509348560344)
(17, 0.3798316075348189, 0.3824282640119652)
(18, 0.38150233714093484, 0.38684690607568256)
(19, 0.3798612916112098, 0.38007333482882694)
(20, 0.38066677202788723, 0.3794573313236322)
(21, 0.37921272149689367, 0.3909965798545598)
(22, 0.37818915035094325, 0.38157626005922884)
(23, 0.37765364757285813, 0.37942226298535253)
(24, 0.38003364927736777, 0.39201955554762713)
(25, 0.37736219006202854, 0.37362378076357233)
(26, 0.37975353839042114, 0.3858746420285325)
(27, 0.3783677721686459, 0.38645163840792823)
(28, 0.3790001735780232, 0.37032058166391263)
(29, 0.37834574542212007, 0.3857439887397926)
(30, 0.3780225942885386, 0.38136165066890143)
(31, 0.3797109326631381, 0.3898388469473161)
(32, 0.37771167227726704, 0.37693134991979343)
(33, 0.3795498993328194, 0.36710966708656206)
(34, 0.37730845838977123, 0.3725745237243157)
(35, 0.37706023974253916, 0.37550120952784327)
(36, 0.3774402975174698, 0.39118841603863763)
(37, 0.3765626757083625, 0.38138198068576484)
(38, 0.3781564741728664, 0.37695150019692697)
(39, 0.3786989391928092, 0.39259925569201454)
(40, 0.37641078417056145, 0.3857132966788845)
(41, 0.37816588123535455, 0.37709044910569395)
(42, 0.37988360786270814, 0.36587192471317564)
(43, 0.37794193036535007, 0.36910754382812583)
(44, 0.3776952707943734, 0.3698259342402452)
(45, 0.3778174859792995, 0.38116740426045237)
(46, 0.37639587101515065, 0.3755371697066285)
(47, 0.378809014762733, 0.3677220909418055)
(48, 0.37822773370909346, 0.38108581036101413)
(49, 0.37657624729271316, 0.3676548983943445)
(50, 0.3786636490204613, 0.38363797047462916)
(51, 0.37708295873244463, 0.3730577754154947)
(52, 0.3786871424681906, 0.38026992449640545)
(53, 0.3769497956963235, 0.3695286883810095)
(54, 0.37738465333779414, 0.38226800763963453)
(55, 0.37902706018939786, 0.370105943659679)
(56, 0.3769810855254665, 0.3799162971665227)
(57, 0.37953558063981385, 0.3727115097965278)
(58, 0.37738410999056166, 0.38326654685126)
(59, 0.3786499945154138, 0.37309171969740773)
(60, 0.37713547787579754, 0.3809380642695169)
(61, 0.3786477939991126, 0.3669344023608066)
(62, 0.377954212233295, 0.3727780592136461)
(63, 0.37698064701207834, 0.3685014286782632)
(64, 0.37893033740503596, 0.36656594743584153)
(65, 0.37585534845839297, 0.3812061886720052)
(66, 0.3769038947421479, 0.3821926369428744)
(67, 0.3770056421297656, 0.3840140108189793)
(68, 0.37742829142927536, 0.38067761392514865)
(69, 0.37664826880130364, 0.3742372922619843)
(70, 0.3781970596648089, 0.3643885195255598)
(71, 0.3769371730755488, 0.3719414387948145)
(72, 0.3771836158519555, 0.3799647209309333)
(73, 0.3750747998411719, 0.3654079836439005)
(74, 0.3760734918873476, 0.3834052215612516)
(75, 0.3771198581723065, 0.37270003307621996)
(76, 0.37802064221727444, 0.3811266365592792)
(77, 0.3777268210137615, 0.3768173444551796)
(78, 0.3775643227248518, 0.3746620037860738)
(79, 0.37718275310775295, 0.3870881906851051)
(80, 0.3767695300109217, 0.36846707347109336)
(81, 0.3764305115494489, 0.37320591230323763)
(82, 0.3756478949858095, 0.3768032749987989)
(83, 0.3750334281801119, 0.37759250769777397)
(84, 0.3772547023988135, 0.3726969761417645)
(85, 0.37834275533470163, 0.3823665010341163)
(86, 0.378053221773302, 0.36831205646833587)
(87, 0.37717272647097305, 0.3817190789456898)
(88, 0.3776812246011604, 0.37802637066081535)
(89, 0.37543547595377363, 0.3678701699936701)
(90, 0.3768907879868608, 0.38374510025484015)
(91, 0.3792215246250856, 0.3735547747101583)
(92, 0.3764140361251955, 0.37112318908324937)
(93, 0.37582481448662636, 0.37998799475203987)
(94, 0.37792323130053784, 0.3929982402492209)
(95, 0.3767286255640985, 0.3860531007431377)
(96, 0.3769309521419234, 0.3774728896371163)
(97, 0.3775699671384478, 0.36259032129573865)
(98, 0.3761703758263461, 0.36919524742796067)
(99, 0.3746685914462712, 0.3736874621540608)
(100, 0.37840740691495534, 0.3703104495936309)
